INSTNM,MD_EARN_WNE_P10,PCT10_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,PCT90_EARN_WNE_P10
Laboure College of Healthcare,62200.0,18200,49620.0,94492.0,98000
Clark University,62381.0,13600,44684.0,89149.0,83300
Curry College,54400.0,10400,32659.0,88666.0,87500
Dean College,38109.0,7400,19982.0,59888.0,66100
National Aviation Academy of New England,59009.0,12400,34565.0,93086.0,84300
Eastern Nazarene College,54727.0,11900,38504.0,77942.0,84800
Emerson College,62832.0,10600,33763.0,89059.0,88600
Emmanuel College,68245.0,12400,45943.0,93132.0,79100
Endicott College,58336.0,15300,38702.0,86105.0,76900
Fisher College,49669.0,4900,25469.0,72974.0,60100
Fitchburg State University,53874.0,11800,36940.0,76793.0,79300
Framingham State University,52349.0,14700,33919.0,81787.0,78000
Gordon College,52119.0,9200,36773.0,72581.0,77500
Greenfield Community College,37132.0,4300,18690.0,55452.0,66800
Hampshire College,46938.0,7600,23026.0,68981.0,70600
Harvard University,101817.0,24700,65309.0,200054.0,250000
Hellenic College-Holy Cross Greek Orthodox School of Theology,51724.0,PS,27287.0,88520.0,PS
College of the Holy Cross,90543.0,31000,65874.0,134575.0,136800
Holyoke Community College,37277.0,5400,20595.0,55479.0,60700
Lasell University,49705.0,12200,32233.0,69850.0,71400
Lawrence Memorial Hospital School of Nursing,101466.0,24700,87013.0,133992.0,96200
Lesley University,51173.0,8200,32463.0,74412.0,67300
Longy School of Music of Bard College,46543.0,5600,22114.0,74224.0,77000
University of Massachusetts-Lowell,64874.0,15700,40834.0,100222.0,91300
University of Massachusetts-Amherst,71631.0,14700,43210.0,103346.0,92600
University of Massachusetts-Boston,65865.0,10700,38650.0,101088.0,88300
Massachusetts Bay Community College,52654.0,8100,28486.0,83507.0,80500
MCPHS University,125557.0,36200,84640.0,152747.0,155500
Massachusetts College of Art and Design,43582.0,7000,23238.0,72340.0,71500
Massachusetts Institute of Technology,143372.0,30400,88222.0,243025.0,242300
Massachusetts Maritime Academy,82392.0,26300,55062.0,123345.0,136200
Massasoit Community College,46111.0,5600,29090.0,70341.0,68100
Merrimack College,75584.0,18800,52191.0,106878.0,94000
MGH Institute of Health Professions,87130.0,PS,62399.0,100798.0,PS
Middlesex Community College,50651.0,6500,29121.0,73366.0,69100
Mount Holyoke College,58418.0,11900,36010.0,77587.0,81600
Mount Wachusett Community College,41118.0,5800,22360.0,60797.0,65200
The New England Conservatory of Music,34483.0,5500,12465.0,64792.0,68400
Nichols College,58063.0,18100,36543.0,75311.0,81900
Massachusetts College of Liberal Arts,48102.0,9700,32972.0,67133.0,66000
North Shore Community College,45391.0,6400,23689.0,69477.0,62200
Northeastern University,92538.0,18800,61560.0,135313.0,112700
Northern Essex Community College,42862.0,5000,22038.0,61430.0,62800
College of Our Lady of the Elms,51540.0,14700,31411.0,72563.0,73400
Quincy College,52506.0,8500,30304.0,76927.0,80000
Quinsigamond Community College,45949.0,6900,24330.0,69322.0,68600
Regis College,52873.0,10700,27339.0,82569.0,80300
Roxbury Community College,38773.0,5700,16745.0,63228.0,65700
Salem State University,56662.0,10600,29605.0,93086.0,74700
Simmons University,63494.0,14900,46140.0,91123.0,92500
Bard College at Simon's Rock,46543.0,5600,22114.0,74224.0,77000
Smith College,64027.0,10700,37521.0,94865.0,86200
Springfield College,48036.0,13200,29321.0,69087.0,83100
Springfield Technical Community College,36966.0,6300,16733.0,59183.0,68000
University of Massachusetts-Dartmouth,68804.0,13300,41246.0,91962.0,84600
Stonehill College,77745.0,26300,57153.0,98944.0,104800
Suffolk University,67506.0,14800,38432.0,99147.0,96400
Tufts University,83214.0,21600,47081.0,132294.0,170300
Wellesley College,84803.0,18600,55457.0,141028.0,121300
Wentworth Institute of Technology,82721.0,17100,58416.0,112775.0,95900
Western New England University,73157.0,24400,48898.0,104001.0,98800
Westfield State University,57346.0,15100,38609.0,76747.0,73700
Wheaton College (Massachusetts),67725.0,16800,42510.0,93181.0,85000
Williams College,88665.0,16800,62574.0,145323.0,167700
Worcester Polytechnic Institute,103470.0,28200,77738.0,129699.0,117100
Worcester State University,60624.0,13800,38887.0,89010.0,77800
Adrian College,55504.0,10700,39042.0,77195.0,72300
Albion College,58799.0,11900,40306.0,85694.0,89400
Hillsdale Beauty College,17793.0,PS,9237.0,32123.0,PS
Northwestern Technological Institute,41237.0,3400,17841.0,64224.0,62700
Alma College,54742.0,16000,36251.0,77064.0,89700
Alpena Community College,36442.0,6900,18123.0,57939.0,62600
Andrews University,53187.0,6300,27398.0,81593.0,78000
Aquinas College,49584.0,9200,32142.0,70335.0,69900
Baker College,35833.0,5000,17637.0,54694.0,60500
Bay de Noc Community College,35090.0,5700,17425.0,53602.0,58700
Bayshire Academy of Beauty Craft Inc,24471.0,PS,13974.0,34709.0,PS
Calvin University,58375.0,10400,38181.0,82853.0,79400
Carnegie Institute,38244.0,7500,18620.0,55349.0,65400
Central Michigan University,55874.0,12700,38496.0,78697.0,75500
Mott Community College,32538.0,4400,15045.0,52285.0,64300
Empire Beauty School-Michigan,22377.0,2200,9788.0,38570.0,38600
Cleary University,54186.0,14200,32488.0,84853.0,101200
Concordia University Ann Arbor,56075.0,11500,37673.0,78409.0,78200
College for Creative Studies,44860.0,7500,22591.0,75526.0,84800
Davenport University,45099.0,6200,24736.0,67837.0,65400
David Pressley School of Cosmetology,22973.0,PS,10602.0,39496.0,PS
Delta College,37781.0,5600,20533.0,58045.0,60200
Detroit Business Institute-Downriver,26702.0,4700,10664.0,42697.0,36600
Universal Technical Institute-Canton,62575.0,11900,41838.0,88774.0,75600
University of Detroit Mercy,71030.0,9600,44340.0,97869.0,81000
Dorsey College,29392.0,4500,13351.0,42074.0,45100
Eastern Michigan University,51793.0,9400,30031.0,75153.0,70700
Ferris State University,54735.0,11000,34587.0,80060.0,79600
Glen Oaks Community College,37540.0,5000,19802.0,56719.0,57100
Kettering University,94823.0,31400,66125.0,115611.0,106100
Gogebic Community College,40950.0,6200,22211.0,61817.0,55400
Grace Christian University,41663.0,PS,24613.0,57913.0,PS
Cornerstone University,47314.0,5800,28589.0,66987.0,74200
Grand Rapids Community College,38377.0,5600,19532.0,56633.0,60000
Grand Valley State University,56118.0,11100,38569.0,78636.0,73200
Great Lakes Christian College,31053.0,PS,18403.0,49692.0,PS
Henry Ford College,34795.0,5900,15471.0,56860.0,68100
Hope College,58427.0,15200,41745.0,82041.0,79700
Jackson College,36898.0,5500,18666.0,55412.0,61200
Kalamazoo College,65590.0,10600,44517.0,91093.0,90900
Kalamazoo Valley Community College,38618.0,5900,18872.0,58903.0,63500
Kellogg Community College,38329.0,5600,19971.0,56170.0,63400
Kirtland Community College,35831.0,4800,18693.0,53972.0,56100
Michigan College of Beauty-Monroe,22766.0,PS,11432.0,36637.0,PS
Lake Michigan College,34466.0,4800,17184.0,51380.0,53700
Lake Superior State University,49045.0,8400,31520.0,68652.0,71200
Lansing Community College,39206.0,6400,19040.0,60426.0,63200
Lawrence Technological University,69151.0,13700,43512.0,98820.0,95200
M J Murphy Beauty College of Mount Pleasant,20720.0,PS,9118.0,32813.0,PS
Macomb Community College,41596.0,5300,21143.0,63899.0,65000
Madonna University,59058.0,9200,38222.0,81197.0,72200
Rochester University,48707.0,8000,29057.0,69551.0,73600
University of Michigan-Ann Arbor,83648.0,17200,56535.0,124806.0,128000
The Michigan Barber School,25106.0,2700,9862.0,48272.0,47100
Michigan State University,67253.0,17200,46010.0,96911.0,98200
Michigan Technological University,78198.0,18100,48944.0,102434.0,101300
University of Michigan-Dearborn,59649.0,12500,37993.0,91490.0,93600
University of Michigan-Flint,53230.0,10200,32439.0,79613.0,76700
Mid Michigan College,37319.0,5300,21167.0,57525.0,58400
Monroe County Community College,41646.0,4800,22144.0,65997.0,62000
Montcalm Community College,35499.0,4500,18970.0,52313.0,62900
Muskegon Community College,36549.0,4900,18602.0,54797.0,58700
North Central Michigan College,36594.0,6500,18987.0,53225.0,55400
Northern Michigan University,47107.0,9700,29421.0,67562.0,69300
Northwestern Michigan College,38167.0,7000,22451.0,56520.0,63000
Northwood University,63075.0,11700,40489.0,92317.0,91200
Oakland Community College,37395.0,6600,16677.0,59461.0,65800
Oakland University,58612.0,11900,36515.0,84827.0,81000
The University of Olivet,47907.0,6800,30603.0,64105.0,65800
Kuyper College,41066.0,PS,23608.0,56153.0,PS
Ross Medical Education Center-Lansing,30072.0,4400,15686.0,40983.0,40000
Ross Medical Education Center-Warren,30481.0,4700,15370.0,42929.0,39900
Ross Medical Education Center-Flint,30060.0,3000,16686.0,39692.0,38000
Sacred Heart Major Seminary,49295.0,PS,36291.0,67395.0,PS
Saginaw Valley State University,51955.0,9300,33539.0,73802.0,71500
Schoolcraft Community College District,42722.0,6200,22218.0,64896.0,68800
Siena Heights University,57529.0,9400,37017.0,79860.0,71500
St Clair County Community College,40177.0,6200,20720.0,62796.0,65200
Southwestern Michigan College,37303.0,5900,21248.0,54818.0,51900
Spring Arbor University,51732.0,10200,32240.0,74957.0,78200
Michigan Career and Technical Institute,29376.0,1200,15172.0,41016.0,35100
Thomas M Cooley Law School,63450.0,PS,25830.0,86073.0,PS
Twin City Beauty College,23043.0,2100,9814.0,34651.0,33600
Walsh College,72081.0,15800,46942.0,100874.0,93300
Washtenaw Community College,39449.0,3600,18980.0,62107.0,64900
Wayne County Community College District,29079.0,5300,11953.0,48505.0,57400
Wayne State University,53493.0,10100,29797.0,79117.0,93500
West Shore Community College,36115.0,4800,19511.0,55927.0,59100
Western Michigan University,53562.0,13200,34853.0,76786.0,80600
Academy College,48300.0,12000,26663.0,66423.0,69700
Alexandria Technical & Community College,49393.0,11200,31304.0,68132.0,64800
Anoka Technical College,47746.0,8400,30158.0,66987.0,65900
Anoka-Ramsey Community College,48342.0,9600,29989.0,69840.0,70400
Augsburg University,58829.0,13300,38984.0,84780.0,86200
Riverland Community College,45247.0,9400,26245.0,62141.0,62000
Bemidji State University,53755.0,10900,37138.0,74504.0,67000
Bethany Lutheran College,46110.0,8200,30114.0,65204.0,63500
Bethel University,63764.0,11700,41260.0,92932.0,88000
Central Lakes College-Brainerd,42162.0,7800,23264.0,61365.0,65800
Carleton College,75525.0,11800,52327.0,111608.0,105200
Concordia College at Moorhead,59317.0,14200,43119.0,81521.0,82400
Concordia University-Saint Paul,59871.0,13500,39108.0,85664.0,97400
Dakota County Technical College,51938.0,8400,32416.0,73399.0,67600
Martin Luther College,47491.0,3100,29333.0,70940.0,69800
Lake Superior College,46449.0,7200,27765.0,67579.0,65400
Minnesota State Community and Technical College,45591.0,8300,27741.0,65116.0,65200
Minnesota West Community and Technical College,45285.0,9900,27692.0,65929.0,61000
Gustavus Adolphus College,65607.0,22600,48888.0,92889.0,96800
Hamline University,61106.0,14700,43058.0,81211.0,85200
Hennepin Technical College,49460.0,6300,28827.0,70868.0,66600
Minnesota North College,45570.0,7400,27113.0,67803.0,75300
Aveda Arts & Sciences Institute Minneapolis,34659.0,7800,17859.0,55376.0,56700
Inver Hills Community College,49898.0,10000,31452.0,72180.0,73300
Macalester College,63878.0,12500,41814.0,87495.0,84700
South Central College,45068.0,9000,29090.0,63729.0,62000
Minnesota State University-Mankato,56922.0,15200,40047.0,77949.0,76700
Mayo Clinic College of Medicine and Science,79652.0,PS,66112.0,91612.0,PS
Metropolitan State University,64705.0,11500,44236.0,89487.0,81100
University of Minnesota-Twin Cities,69020.0,16100,47150.0,97410.0,91600
University of Minnesota-Crookston,58056.0,12000,41030.0,82100.0,76000
Minneapolis College of Art and Design,40873.0,8600,23889.0,59320.0,75900
Minneapolis Community and Technical College,40086.0,6200,17339.0,62236.0,71200
Herzing University-Minneapolis,36909.0,12300,19077.0,56514.0,77200
Nova Academy of Cosmetology Woodbury,31961.0,PS,13478.0,47264.0,PS
University of Minnesota-Duluth,62616.0,15300,44422.0,85826.0,84700
University of Minnesota-Morris,50919.0,11700,36020.0,69060.0,76600
Model College of Hair Design,25410.0,4800,14997.0,39498.0,38100
Minnesota State University Moorhead,50527.0,12400,35574.0,69031.0,68500
North Hennepin Community College,51142.0,8500,30239.0,72333.0,71200
Normandale Community College,50207.0,8500,27932.0,71546.0,72300
North Central University,45064.0,6500,29000.0,63039.0,60100
Northland Community and Technical College,44425.0,9600,26704.0,62327.0,68200
University of Northwestern-St Paul,50755.0,5400,31895.0,73634.0,72500
Northwestern Health Sciences University,48666.0,8200,23406.0,72035.0,88100
Oak Hills Christian College,35983.0,PS,21390.0,52705.0,PS
Pine Technical & Community College,41232.0,7000,25193.0,62906.0,49300
Rochester Community and Technical College,45287.0,9300,28645.0,62861.0,66900
College of Saint Benedict,63260.0,19600,47705.0,85878.0,83200
St Cloud Technical and Community College,46874.0,10100,29416.0,67267.0,65700
Saint Cloud State University,55813.0,14000,39268.0,76074.0,75600
Saint Johns University,76786.0,26100,51860.0,106406.0,107400
Saint Mary's University of Minnesota,58170.0,14200,41091.0,83618.0,79800
St Olaf College,65543.0,14000,46256.0,88706.0,92100
Crown College,48057.0,6800,28949.0,68776.0,63100
The College of Saint Scholastica,65934.0,13500,45164.0,88527.0,84500
University of St Thomas,73739.0,19100,51278.0,104019.0,99200
Empire Beauty School-Bloomington,23589.0,2800,10335.0,39321.0,41400
St Catherine University,59282.0,12300,40528.0,84277.0,82900
Rasmussen University-Minnesota,39080.0,8300,21835.0,57587.0,58200
Saint Paul College,38399.0,6100,17005.0,58805.0,64700
Southwest Minnesota State University,51342.0,12600,35692.0,69380.0,62800
Summit Academy Opportunities Industrialization Center,22606.0,PS,9209.0,43289.0,PS
Dunwoody College of Technology,61511.0,13900,37744.0,85760.0,78600
Ridgewater College,43827.0,8800,26512.0,63192.0,59400
Minnesota State College Southeast,43613.0,8800,26454.0,63715.0,60600
Winona State University,58532.0,17000,43033.0,77702.0,74700
Century College,46424.0,9100,27253.0,66302.0,66900
Alcorn State University,36421.0,8000,19114.0,56491.0,65000
Belhaven University,46440.0,9700,30699.0,66973.0,72900
Blue Mountain Christian University,40421.0,10200,28608.0,51437.0,49800
Chris Beauty College,18468.0,1600,7439.0,31274.0,33200
Coahoma Community College,24289.0,5600,12590.0,39288.0,43000
Copiah-Lincoln Community College,31241.0,5500,17521.0,49086.0,59700
Delta State University,41991.0,8400,24798.0,59444.0,66300
East Central Community College,32421.0,6800,17712.0,48709.0,58500
East Mississippi Community College,33772.0,6800,18565.0,51247.0,57600
Academy of Hair Design-Grenada,22284.0,2100,12923.0,35079.0,32400
Hinds Community College,30774.0,6300,16453.0,47856.0,54900
Holmes Community College,32922.0,7600,17578.0,49249.0,60800
Itawamba Community College,32912.0,7800,18475.0,47240.0,56000
Jackson State University,39060.0,9200,23528.0,56884.0,63100
Jones County Junior College,33377.0,6000,18228.0,51177.0,61500
Meridian Community College,31002.0,7000,16778.0,49370.0,58400
Millsaps College,53848.0,13800,36701.0,83784.0,89800
Mississippi Delta Community College,28421.0,6000,15170.0,45091.0,51800
University of Mississippi,50994.0,13200,33733.0,78452.0,96700
Mississippi University for Women,46128.0,9800,30451.0,71918.0,73400
Mississippi Valley State University,31919.0,5300,20156.0,47197.0,46600
Mississippi College,47485.0,11700,30526.0,70680.0,77200
Hatfield's Mississippi College of Beauty Culture,13849.0,PS,6825.0,30610.0,PS
Mississippi Gulf Coast Community College,33017.0,6200,16481.0,52584.0,63100
Mississippi State University,51513.0,14400,33648.0,77474.0,82500
Northeast Mississippi Community College,34081.0,8100,19311.0,49169.0,58000
Northwest Mississippi Community College,36396.0,5300,19430.0,54473.0,55600
Pearl River Community College,33019.0,6100,16868.0,53245.0,64000
Rust College,32275.0,6200,18916.0,47214.0,45200
Southeastern Baptist College,26946.0,PS,11920.0,43098.0,PS
Southwest Mississippi Community College,33227.0,6700,17386.0,50991.0,59700
University of Southern Mississippi,44140.0,10400,28070.0,66054.0,74400
Tougaloo College,34724.0,8000,20123.0,51844.0,61500
William Carey University,43087.0,8200,26279.0,65483.0,72500
Avila University,52773.0,13200,36172.0,75165.0,75600
Mission University,38641.0,4400,25006.0,52102.0,62600
House of Heavilin Beauty College-Blue Springs,24840.0,PS,11416.0,38139.0,PS
Cox College,56867.0,16700,32349.0,78575.0,69900
Calvary University,45421.0,PS,29708.0,66219.0,PS
Cape Girardeau Career and Technology Center,44369.0,2200,26985.0,64231.0,59200
Central Christian College of the Bible,34675.0,PS,21423.0,48802.0,PS
Central Methodist University-College of Liberal Arts and Sciences,48991.0,11200,34222.0,74400.0,58200
University of Central Missouri,49560.0,11500,34032.0,71073.0,72300
Grand River Technical School,40665.0,PS,28419.0,56446.0,PS
Cleveland University-Kansas City,52304.0,8700,26568.0,74953.0,84500
Columbia College,45378.0,9900,26967.0,67837.0,79300
